,title,year,Genre,Tags,Score,Watchers,Main Cast,img url,kdrama_id,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop
243,Birth of a Beauty,2014.0,"Comedy, Romance, Drama, Melodrama","Makeover,, Plastic Surgery,, Rich Male Lead,, Transformation,, Revenge,, Cohabitation,, Food,, Hidden Identity,, Misunderstanding,, Amnesia",7.5,,"Joo Sang Wook, Han Ye Seul, Jung Gyu Woon, Wang Ji Hye, Han Sang Jin, Ha Jae Sook",https://i.mydramalist.com/Nd0zWc.jpg?v=1,,,,,,21.0,,,,,"SBS World, Viki, Netflix",15+ - Teens 15 or older,"Han Tae Hee is the heir of a large company. He is suffering from broken heart syndrome due to psychological shock. To get the woman he loves back, he completely changes an unattractive and overweight Sa Geum Ran to beautiful Sa Ra. In the process, Han Tae Hee falls for Sa Ra. Besides this, Sa Geum is married to a man, who discredits her and along with his mistress, they pray on her downfall, ultimately getting her killed, or so they thought. , her downfall, ultimately getting her killed, or so they thought. ",,
244,Birthcare Center,2020.0,"Comedy, Life, Drama, Melodrama","Motherhood,, Childbirth,, Strong Female Lead,, Older Woman/Younger Man,, Sismance,, Black Comedy,, Hardworking Female Lead,, Independent Female Lead,, Multiple Mains,, Pregnancy",8.4,,"Uhm Ji Won, Park Ha Sun, Choi Ri, Jang Hye Jin, Yoon Park, Im Hwa Young",https://i.mydramalist.com/XOYRZ_4c.jpg?v=1,4471f3b86f334396adbc59a8c28d4fda,['Park Soo Won'],['Kim Ji Soo'],South Korea,Drama,8.0,3900.0,2020-11-02,2020-11-24,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"Oh Hyun Jin  has had a glittering career in her work life. She is the youngest member on the board of executives at the company she works at and is used to acing everything she does. But when she delivers her first child, she is in for a shock. Giving birth was far more difficult than she had expected, and she quickly discovers that although she is a dab hand at all things work-related, she hasn’t got the first clue about how to bring up a baby. After being discharged from hospital, she heads to a birth care center – an exclusive establishment where even A-list stars come to get postpartum care. She is dismayed to realize that she is the oldest mother in the center, and embarrassed to notice that everyone else seems to know what they are doing when it comes to looking after babiesFortunately, the other mothers at the center prove inspirational. Among their number is Cho Eun Jung, aka the Queen Bee – a seemingly perfect mother whom everyone wants to befriend in order to learn childcare secrets. And Choi Hye Sook is the charismatic center manager – a veritable font of knowledge about all things childcare-related.(Source: Viki)",751.0,1471.0
245,Biscuit Teacher and Star Candy,2005.0,"Comedy, Romance, Drama","Student-Teacher Relationship,, Older Woman/Younger Man,, Forbidden Love,, High School,, Love Triangle,, Male Chases Female First,, Poetic Narration,, Violent Father,, Immature Male Lead,, Fight",7.4,,"Gong Yoo, Gong Hyo Jin, Kim Da Hyun, Choi Yeo Jin, Yang Geum Suk, Oh Yoon Ah",https://i.mydramalist.com/922k9c.jpg?v=1,,,,,,16.0,,,,,SBS World,15+ - Teens 15 or older,"Na Bori is a 25-year-old woman who desperately wants to be a teacher at the high school she was kicked out of due misunderstanding with her teachers over injuring a group of male classmates. After getting her GED, she rejects job offers from other high schools and works on becoming a teacher at her old high school so she could work side by side with her high school love interest, the art teacher Ji Hyun Woo. However, the only thing that enables her to get the coveted job is by signing a contract to essentially babysit Park Tae In, a troublemaker student who attends the same high school. Tae In, a lonely youth, quickly becomes the ""jjang"", or ""king"" of the high school, and enjoys playing mean tricks on Bori whose easygoing personality attracts the attention of majority of her students. Noh Jemma is jealous of the relationship between Bori and Tae In, and goes out of her way to get Bori kicked out but she\s not the only one against them., teacher Ji Hyun Woo. However, the only thing that enables her to get the coveted job is by signing a contract to essentially babysit Park Tae In, a troublemaker student who attends the same high school. Tae In, a lonely youth, quickly becomes the ""jjang"", or ""king"" of the high school, and enjoys playing mean tricks on Bori whose easygoing personality attracts the attention of majority of her students. Noh Jemma is jealous of the relationship between Bori and Tae In, and goes out of her way to get Bori kicked out but she\s not the only one against them.",,
246,Bitch X Rich,2023.0,,,,,,,ede6d42db893475c8b8383e6d680ab0f,,,South Korea,Drama,10.0,2100.0,2023-05-31,2023-06-28,Wednesday,Netflix,15+ - Teens 15 or older,Baek Je Na is a third-generation conglomerate and a gold spoon of the highest class at Cheongdam International High School. Kim Hye In grew up in poverty and is offered a chance to study at the Cheongdam International High School in exchange for her silence on a murder she witnessed. Cheongdam International High School is a homicide mystery that follows Je Na’s rivalry with Kim Hye In as they are pitted against each other in mental warfare. (Sources: pinkvilla.com; nme.com),5659.0,1731.0
247,Bite Sisters,2021.0,"Romance, Supernatural","Strong Female Lead,, Reincarnation,, Retail,, Social Media,, Sismance,, Supernatural Power,, Interspecies Romance,, Web Series,, Short Length Series,, Miniseries",7.4,,"Kang Han Na, Kim Young Ah, Choi Yoo Hwa, Lee Shin Young, Lee Ah Jin, Yoon Eun Bin",https://i.mydramalist.com/BW8Jb_4c.jpg?v=1,10ab51a216c44133b77d9082135593aa,,,South Korea,Drama,10.0,600.0,2021-10-19,2021-11-19,"Tuesday, Friday",tvN D STORY,Not Yet Rated,"About Han Yi Na who is an 821-year-old vampire who can’t stand seeing injustice. When she unexpectedly becomes a trendsetting influencer with over a million followers, Han Yi Na uses her power to secretly help those in need.(Source: Naver) ",6014.0,2457.0
248,Black,2017.0,"Thriller, Mystery, Supernatural","Ghost-seeing Female Lead,, Strong Male Lead,, Badass Male Lead,, Ghost,, Murder,, Double Identity,, Child Abuse,, Flashback To Past,, Tough Male Lead,, Interspecies Romance",8.1,,"Song Seung Heon, Go Ah Ra, Lee El, Kim Dong Jun, Kim Won Hae, Jo Jae Yoon",https://i.mydramalist.com/X4QEZc.jpg?v=1,fec43fd66fd84e48a147a110126d2ada,"['Kim Hong Seon', 'Go Jae Hyun']",['Choi Ran'],South Korea,Drama,18.0,4800.0,2017-10-14,2017-12-10,"Saturday, Sunday",OCN,15+ - Teens 15 or older,"Black is about a detective possessed by the Grim Reaper. Ha Ram can see shadows of death. These two struggle to save the lives of people, breaking the rules of heaven.(Source: tvN Asia) ",1823.0,151.0
249,Black Dog,2019.0,"Comedy, Life, Drama","School Problems,, Teamwork,, Smart Female Lead,, Hardworking Female Lead,, Strong Female Lead,, High School,, Sismance,, Teacher Female Lead,, Character Development,, Social Commentary",8.2,,"Seo Hyun Jin, Ra Mi Ran, Ha Joon, Lee Chang Hoon, Jung Hae Kyun, Jo Yun Hee",https://i.mydramalist.com/Bb1RRc.jpg?v=1,0faa5b1067d746ee9227329e893d8e3c,['Hwang Joon Hyuk'],['Park Joo Yun'],South Korea,Drama,16.0,4500.0,2019-12-16,2020-02-04,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"It tells the story of a young woman who gets a short-term teaching position and does her best to fight for students’ dreams in school. The drama will take a deep look into the lives of teachers and provide commentary on society through the microcosm of a school setting.Go Ha Neul is newly appointed to a short-term teaching position at a private school. She dreamed of becoming a teacher because of her gratitude towards one of her own teachers who saved her life, and she will grow with the students as they face the various issues that exist in a cut-throat private school setting. Park Sung Soon, is the head of the career counseling department at the school and a known workaholic. She is well-known as someone who will do whatever it takes for her students and is even willing to visit schools on her students' behalf to fight for them. Bae Myung Soo and Do Yeon Woo, work with Park Sung Soon. Go Ha Neul joins them.",1281.0,1717.0
250,Black Knight,2023.0,,,,,,,e27854d516a540a58be30f87b77906f5,,,South Korea,Drama,6.0,2520.0,2023-05-12,2023-05-12,Friday,Netflix,15+ - Teens 15 or older,"In 2071, toxic air pollution had devastated the world, leaving only 1% of the population alive. People rarely leave their homes without gas masks, and delivery drivers known as knights protect and deliver packages. One legendary knight, Knight 5-8, meets a young refugee named Sa Wol who dreams of becoming a knight. With the help of Seol A, an officer in the Defense Intelligence Command, Knight 5-8 trains and mentors Sa Wol, helping him achieve his dream in a dangerous and harsh world.(Source: CK Warrior at MyDramaList) ~~ Adapted from the webtoon ""Black Knight” (택배기사) by Lee Yoon Kyun (이윤균).",1422.0,608.0
251,Black Knight: The Man Who Guards Me,2017.0,"Romance, Drama, Fantasy, Melodrama","""Childhood Friends Relationship,"", Seaside Setting,, Predjama Castle,, Sworn Enemy,, Reincarnated Lovers,, Healing,, Immortality,, Special Power,, Immortal,, Enemies To Lovers",7.2,,"Kim Rae Won, Shin Se Kyung, Seo Ji Hye, Jang Mi Hee , Kim Hyun Joon, Hwang Jung Min",https://i.mydramalist.com/nvz0Ec.jpg?v=1,84b0920081804d7498e986b59f651152,['Han Sang Woo'],['Kim In Young'],South Korea,Drama,20.0,3900.0,2017-12-06,2018-02-08,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"“Black Knight” is a love story between a woman who is waiting for the love of her life and a man who is willing to do anything to protect his love. The story spans over two hundred years. Moon Soo Ho is a businessman with a pure heart, but he never shows his true colors to anyone except for Jung Hae Ra, a travel agent who has never traveled abroad. Soo Ho and Hae Ra grew up like siblings in Hae Ra's house, but they got separated later. They meet each other after they grow up and love approaches them as if it were fate. Will their love survive despite all the faltering events?(Source: Viki)",7413.0,989.0
252,Blade Man,2014.0,"Comedy, Romance, Drama, Supernatural","Company President (CEO) Male Lead,, Anger Issues,, Nice Female Lead,, Overbearing CEO,, Father-Son Relationship,, Special Power,, Boss-Employee Relationship,, Secretary Male Lead,, Selfless Female Lead,, Controlling Parent",7.0,,"Lee Dong Wook, Shin Se Kyung, Kim Gab Soo, Han Jung Soo, Jung Yoo Geun, Shin Seung Hwan",https://i.mydramalist.com/5vkLVc.jpg?v=1,,,,,,18.0,,,,,"KBS World, Viki",15+ - Teens 15 or older,"""Hong Bin is an arrogant man with an anger problem. He runs a game company, and the employees all fear him. He is always angry, and his sense of smell has gotten more sensitive. His secretary hasnt told him what happens during his blackouts when blades spring from his back, and he ranges destructively around the city. One day, Hong Bin goes to the hospital to see his employees who were beaten by him. There, he notices an intoxicating scent, coming from a woman named Se Dong. "", by him. There, he notices an intoxicating scent, coming from a woman named Se Dong. ",,
253,Blessing of the Sea,2019.0,,,,,,,5ca79009d88b461fa6f2eec097d5f86a,"['Kim Yong Min', 'Choi Eun Gyung']",['Choi Yeon Geol'],South Korea,Drama,121.0,2100.0,2019-01-14,2019-07-12,"Monday, Tuesday, Wednesday, Thursday, Friday",MBC,15+ - Teens 15 or older,"The modern version of the story of Shim Chung Yi, a woman who sees the world in various colors and meets a pianist who sees the world only in black and white and finds out the secret to her lost father.(Source: HanCinema) ",53475.0,8876.0
254,Blind,2017.0,"Thriller, Mystery, Drama","Investigation,, Suspense,, Judge Male Lead,, Detective Male Lead,, Perfectionist Male Lead,, Juror Supporting Character,, IT Engineer Supporting Character,, Site Manager Supporting Character,, Shaman Supporting Character,, Production Director (PD) Supporting Character",8.5,,"Ok Taec Yeon, Ha Seok Jin, Jung Eun Ji, Jung In Ki, Jung Eui Wook, Park Ji Bin",https://i.mydramalist.com/x3qE0_4c.jpg?v=1,2676d76944924114b17a0bcba41e491f,,,South Korea,Drama,7.0,180.0,2017-01-01,2017-01-01,,TVING,Not Yet Rated,"This web drama is based on real-life stories submitted by Korean college students, telling all-too-relatable tales of loneliness, friendship, and budding romance. ",99999.0,99999.0
255,Blood,2015.0,"Action, Romance, Medical, Supernatural","Interspecies Romance,, Genetic Manipulation,, Childhood Acquaintance,, Smart Female Lead,, Orphan Male Lead,, Smart Male Lead,, Superhuman Strength,, Revenge,, Healing Power,, Drama",7.4,,"Ahn Jae Hyun, Gu Hye Seon, Ji Jin Hee, Jung Hae In, Kim Gab Soo, Jin Kyung",https://i.mydramalist.com/BwpKRc.jpg?v=1,7bfcc3d58ce647708af55866d8ba4633,"['Lee Jae Hoon', 'Ki Min Soo']",['Park Jae Bum'],South Korea,Drama,20.0,3900.0,2015-02-16,2015-04-21,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"Park Ji Sang is a doctor specializing in hepato-pancreato-biliary surgery in the best cancer research hospital in the country. He is also a vampire. Despite seeming cold and unfeeling, Ji Sang masks his soft heart and inner pain and yearns for closeness with people. He believes very strongly in the sanctity of human life and suppresses his thirst for blood to treat terminally ill patients and save lives.Among his colleagues is Yoo Ri Ta, a hotshot physician who entered medical school at the age of 17 and is also the niece of the chaebol group chairman who owns the hospital. Ri Ta is highly capable but snooty and prideful, yet Ji Sang finds himself falling for her. He also gets drawn into a conflict between good and evil as he encounters Lee Jae Wook, a two-faced hospital chief who gains everyone's trust with his gentle demeanor, but inwardly harbors a dangerous ambition for power and a talent for cruelty.(Source: Wikipedia)",6410.0,174.0
256,Bloodhounds,2023.0,,,,,,,6dca9e88afdb445bbe008289540f56f0,,,South Korea,Drama,8.0,3600.0,2023-06-09,2023-06-09,Friday,Netflix,18+ Restricted (violence & profanity),"When reserved rookie boxer Kim Geon Woo squares off against loquacious southpaw Hong Woo Jin, Geon Woo narrowly prevails — but the two former marines become fast friends. As their friendship grows, so do the financial woes that plague Geon Woo’s mother. To save her quaint café from going under, she signs off on a hefty loan. But when it turns out she’s been targeted by Smile Capital — a ruthless loan shark business — Geon Woo and Woo Jin do everything in their power to make it right. Fate intervenes as the pair end up working for a generous money lender whose foster daughter is dead set on taking down the loan sharks.(Source: Netflix)~~ Adapted from the webtoon ""Bloodhounds"" (사냥개들) by Jeong Chan (정찬).",261.0,444.0
257,Bloody Heart,2022.0,"Historical, Drama, Political","Power Struggle,, Strong Female Lead,, Royalty,, Joseon Dynasty,, Palace Setting,, Concubine Female Lead,, King Male Lead,, Historical Fiction,, Revenge,, Government Official Male Lead",8.2,,"Lee Joon, Kang Han Na, Jang Hyuk, Park Ji Yeon, Heo Sung Tae, Ha Do Gwon",https://i.mydramalist.com/jdOOb_4c.jpg?v=1,a1a4d8482b544159b2510eb3512c028c,['Yoo Young Eun'],['Park Pil Joo'],South Korea,Drama,16.0,3960.0,2022-05-02,2022-06-21,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"A fictional historical drama that begins when Lee Tae, the eldest legitimate son of King Sunjong who became king after the rebellion, ascends to the throne of Joseon.Lee Tae’s father deposed the king with the help of Park Gye Won and his father became the king of a new dynasty. After succeeding his father, Lee Tae then became the next king. Lee Tae believes any action is justifiable to achieve his goal. He wants to rule as an absolute monarch, but First Vice-Premier Park Gye Won opposes that idea. Park Gye Won is even more powerful than the king.Meanwhile, Yoo Jung is a daughter of a noble family. Lee Tae thinks of her as his wife. Due to that, her family gets involved in a power struggle in the royal court. (Source: AsianWiki)",1321.0,1389.0
258,Blow Breeze,2016.0,"Law, Romance, Drama, Melodrama","""Childhood Friends Relationship,"", Secondary Couple,, Grandpa-Grandson Relationship,, Fake Identity,, Evil Daughter-in-Law,, Selfish Mother,, Fake Daughter,, Family Reunion,, Family Dispute,, Smart Female Lead",7.1,,"Son Ho Jun, Im Ji Yeon, Han Joo Wan, Oh Ji Eun, Im Soo Hyang, Hwang Bo Ra",https://i.mydramalist.com/lEKPLc.jpg?v=1,f6e349eeb01d452a945f8ba4d96dd255,['Yoon Jae Moon'],['Kim Sa Kyung'],South Korea,Drama,53.0,4500.0,2016-08-27,2017-02-26,"Saturday, Sunday",MBC,15+ - Teens 15 or older,"A wealthy, elderly man who was born in North Korea and amassed a $100 million fortune in South Korea knows that his time is short. One day, he coincidentally learns that he had a son that he did not know of. The elderly man desperately tries to track down his son but learns that he died. However, the elderly man soon discovers that his son has a daughter who was also defected from North Korea and is currently living in South Korea. Now, the elderly man is seeking to find her whereabouts so that she can inherit his fortune. The story revolves around the long-lost family members and a South Korean man with a North Korean woman who is able to find love by overcoming their differences.(Source: MBC)",7928.0,4718.0
259,Blue Birthday,2021.0,"Thriller, Romance, Drama, Fantasy","Time Travel,, Death,, First Love,, Web Series,, Mystery,, Suicide,, Secret Crush,, Unrequited Love,, Love Triangle,, Hidden Identity",8.2,,"Yeri, Yang Hong Seok, Lee Sang Jun, Kim Yi Seo, Kim Gyeol Yu, Park Joo Hyun",https://i.mydramalist.com/x1JYw_4c.jpg?v=1,2806560cb1b94898936fbd4a019969c3,['Park Dhan Hee'],,South Korea,Drama,16.0,1200.0,2021-07-23,2021-09-11,"Friday, Saturday",Naver TV Cast Viki,15+ - Teens 15 or older,"A fantasy romance drama in which Oh Ha Rin will revisit the past through mysterious photos left by her first love, Ji Seo Jun, who died on her birthday 10 years ago. He had resolved to confess to his childhood friend since elementary school but he ended up taking his own life, much to her shock and horror. He was about to confess to her when he met his sudden death in the photography room.She currently works at an abandoned pet shelter, but on the 10th anniversary of the incident, she comes into possession of some photos that her first love left behind. Ha Rin, whose painful memories were relighted again, decides to burn all the pictures. When she burned the pictures, she suddenly realized she was back to the day the pictures were taken 10 years ago. The camera only has 8 pictures, so Ha Rin only has 8 chances to go back in time.(Source: Soompi, 韩剧TV)",1248.0,687.0
260,Blue Temperature,2023.0,,,,,,,2e06f3f0c28942fd8b8e4780f5e666dc,,,South Korea,Drama,4.0,420.0,2023-06-28,2023-07-19,Wednesday,Naver TV Cast,Not Yet Rated,"Set in the picturesque town of Cheongdo, this story revolves around the lives of two high school students, Soo Ah and Soo Hyuk. Soo Ah temporarily moves to Cheongdo to help her mother with persimmon farming. While adjusting to the new environment, she encounters Soo Hyuk, a responsible and hardworking student who is determined to carry on his family's café business. Soo Hyuk also happens to be  Soo Ah's first love.As Soo Ah and Soo Hyuk spend time together in Cheongdo, their friendship gradually blossoms into a deep bond.(Source: SooNum at MyDramaList)",47245.0,15405.0
261,Blue of Winter,2022.0,,,,,,,2710b731a0bc49f788f1105f494c0b86,,,South Korea,Drama,5.0,600.0,2022-03-15,2022-03-29,"Tuesday, Thursday",Viki,Not Yet Rated,"Ji Seok and Do Jin meet Hyeon Woo during high school at a judo competition between high schools in Seoul.Hyeon Woo, who is obsessed with fighting despite knowing that he will get hurt, uses reckless techniques against his opponent to win. In the end, Hyeon Woo ends up on a stretcher, but he can't hide his joy at the feeling of having managed to win. Ji Seok and Do Jin are curious about Hyeon Woo from that day on. Do Jin follows Hyeon Woo to the same school and meets Hyeon Woo again at the judo club.As the elite prospect of a family of judo medalists, Do Jin, who swept the current judo championship, is bullied by the jealous superiors of the judo club. Hyeon Woo wisely saves Do Jin, and in the process, the two become close.Ji Seok approaches Hyeon Woo with the intention of being a friend and ends up becoming a lover. Do Jin is called to a competition between athletes in a situation where he is falling in love with Hyeon Woo. Hyeon Woo, who receives Do Jin's confession before leaving for the competition, rejects his confession and prays for Do Jin's Olympic victory.Six years later, Do Jin, who became a gold medalist, meets again with Hyeon Woo and Ji Seok, who are in their third year of college, and are struggling with their time together.",9231.0,1874.0
262,Blueming,2022.0,"Romance, Youth, Drama","LGBTQ+,, Insecure Male Lead,, Short Length Series,, Gay Male Lead,, Divorced Parents,, Web Series,, Body Shaming,, Popular Male Lead,, Brother-Sister Relationship,, Gay Romance",8.1,,"Jo Hyuk Joon, Kang Eun Bin, Moon Hye In, Kim Sun Hwa, Jang Yoon Jung, Kim So Bin",https://i.mydramalist.com/XDBgO_4c.jpg?v=1,7edb2a10033f41a89fc05a1dc564698a,['Hwang Da Seul'],['Park Young'],South Korea,Drama,11.0,840.0,2022-03-31,2022-03-31,Thursday,iQiyi,13+ - Teens 13 or older,"Since childhood, Cha Si Won has realised that only people with good looks will grow to be popular, and he has made it a personal goal to achieve popularity by maintaining a strict personal regime and adopting a pleasant personality. As he starts his first year in college, Cha Si Won is confident that he will be one of the most popular people on campus. That is, until he meets another guy called Hyeong Da Un, who appears to also have perfect looks, gets straight A’s, comes from a rich family, and even has a great personality. Cha Si Won's confidence in himself is shaken as he finds himself crossing paths with Hyeong Da Un time and time again. College life no longer appears as easy as it seems.(Source: MyDramaList)~~ Adapted from the webtoon ""Who Can Define Popularity?"" (인기는 무언가 잘못되었다?) by Tak Bon (拓本).",1715.0,367.0
263,Bo Ra! Deborah,2023.0,,,,,,,297ac1c142f246658fcfde4a08bb8ba4,"['Seo Min Jung', 'Lee Tae Gon']",['Ah Kyung'],South Korea,Drama,14.0,4200.0,2023-04-12,2023-05-25,"Wednesday, Thursday",ENA TVING,15+ - Teens 15 or older,"The series follows the romantic journey of Yeon Bo Ra, a celebrated love coach and successful author of romance novels, and Lee Soo Hyuk, a charming man who grapples with matters of the heart.As a discerning publishing planner, Soo Hyuk is not easily impressed and initially has a negative impression of Bo Ra. However, their lives become entangled unexpectedly, and he becomes increasingly drawn to her.Meanwhile, Han Sang Jin, Soo Hyuk's friend and business associate, heads the Jinri book publishing company.(Source:  CK Warrior at MyDramaList)",1584.0,644.0
264,Boarding House #24,2014.0,"Comedy, Romance, Youth, Sitcom","Birth Secret,, Cohabitation,, Boarding House Setting,, Friendship",7.4,,"Min Do Hee, Ken, Kim Dong Jun, Kim Sa Eun, Jo Hyun Young, Lim Hyun Tae",https://i.mydramalist.com/5d6Qyc.jpg?v=1,,,,,,12.0,,,,,Viki,13+ - Teens 13 or older,"""Six young people with different personalities and different backgrounds move into a boarding house together. What they dont realize is that its not mere coincidence that theyre new roommates; its all the owners doing. A bachelor and once playboy, the owner has recently discovered that he has a child whos currently about 24 years old and was born in late summer. Curious as to who his child is, he brings these six young strangers together to find him/her."", young strangers together to find him/her.",,
265,Bong Soon: A Cyborg in Love,2016.0,"Romance, Drama, Sci-Fi","Programmer Male Lead,, Short Length Series,, Smart Male Lead,, Interspecies Romance,, Artificial Intelligence,, Robot,, Web Series,, Fate",7.0,,"Cho Kyu Hyun, Yoon So Hee, Ji  Il Joo, Kim Yoo Mi, Kim Young Yong, Son Hwa Ryung",https://i.mydramalist.com/7Qn7Lc.jpg?v=1,afb968de0c474547aaa6d81a0bc60593,,,South Korea,Drama,12.0,900.0,2016-05-12,2016-05-12,Thursday,Naver TV Cast,Not Yet Rated,"Bong Soon is a cyborg woman, who has been programmed to shut down as soon as she feels an emotion: love. This romance depicts a touching love story between a genius computer programmer and a cyborg. ",8290.0,3397.0
266,Borg Mom,2017.0,"Comedy, Sci-Fi, Fantasy","Death Of A Mother,, Neighborhood Bullying,, Famous Male Lead,, Grief,, Energetic Female Lead,, Bright Female Lead,, Secret Crush,, Motherhood,, Mourning,, Family Relationship",7.3,,"Yang Dong Geun, Park Han Byul, Choi Jung Won, Hwang Bo Ra, Jung Yi Rang, Choi Yeo Jin",https://i.mydramalist.com/W1wDpc.jpg?v=1,60ead4673d624a1894da5876a2a7e837,['Sun Hye Yoon'],"['Choi Woo Joo', 'Park Eun Jung']",South Korea,Drama,22.0,2100.0,2017-09-15,2017-12-01,Friday,MBC,15+ - Teens 15 or older,"Buckinghum nursery school is a highly-competitive preschool where wealthy Korean families send their children. One day, a mysterious mom appears at the school with her child. Choi Go Bong developed a cyborg in the image of his late wife and to test its AI abilities, he is tasking the cyborg to parent his son and mingle with other moms at the competitive preschool, which he considers to be the ultimate test for his top-secret creation. When cyborg mom joins the PTA at Buckinghum nursery school and becomes a member of the invite-only Stylish Mom club, which is a high-status social club consisting of Buckinghum PTA members, she challenges the moms who are engrossed in acquiring higher status and bragging rights with her logical reasoning.(Source: MBC America)",7110.0,6209.0
267,Born Again,2020.0,"Mystery, Romance, Fantasy, Melodrama","Fated Love,, Reincarnation,, Love Triangle,, Fate,, Cold Man/Warm Woman,, Character Development,, Death,, 1980s,, Second Chance,, Unrequited Love",7.3,,"Jang Ki Yong, Jin Se Yeon, Lee Soo Hyuk, Jung In Kyum, Choi Kwang Il, Kim Jung Nan",https://i.mydramalist.com/EpOqOc.jpg?v=1,dda080cab42244c99e5ae03ae4ea7a9d,['Jin Hyung Wook'],['Jung Soo Mi'],South Korea,Drama,32.0,2100.0,2020-04-20,2020-06-09,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"Life, death and second chances take center stage in this story about three people whose intertwined destinies travel through space and time with haunting results. It’s the 1980s and Detective Cha Hyung Bin has devoted his life to criminal justice, and his heart to Ha Eun, a bookshop owner suffering from heart disease who keeps her illness a secret. But Cha Hyung Bin isn’t the only one pining after Ha Eun: serial killer Gong Ji Chul has also fallen in love with her. Their lives collide with tragic results, but 30 years later, they’re reincarnated and fate brings them together again. The more time passes, the more their new lives become tangled in the devastating web of history. Will they manage to escape the past, or be forced to come face to face with it?(Source: Viki)",6812.0,916.0
268,Bossam: Steal the Fate,2021.0,"Historical, Romance, Life, Drama","Joseon Dynasty,, Poor Male Lead,, Nice Male Lead,, Riches To Rags,, Hidden Identity,, Remarriage,, Father-Son Relationship,, Love Triangle,, Kidnapping,, Wrongfully Accused",8.0,,"Jung Il Woo, Kwon Yu Ri, Shin Hyun Soo, Kim Tae Woo, Lee Jae Yong, Ko Dong Ha",https://i.mydramalist.com/dkVP0_4c.jpg?v=1,2b9c24f833ec4d248d1cd7f22d85bcc2,['Kwon Seok Jang'],"['Kim Ji Soo', 'Park Chul']",South Korea,Drama,20.0,3900.0,2021-05-01,2021-07-04,"Saturday, Sunday",MBN Viki,15+ - Teens 15 or older,"A story of life and love that touches upon the oppression experienced by women and the impoverished.Ba Woo is a degenerate man who gambles, steals, fights and hides his real identity. To make money, he worked by doing Bossam; a customary remarriage procedure that took place during the Joseon period. At that time, a widow could not remarry, so a single man or a widower would kidnap the widow and marry her. Some of the kidnappings were agreed upon in advance, and others were by force. While performing a Bossam, Ba Woo mistakenly kidnaps Princess Hwa In, the daughter of King Gwanghae and the daughter-in-law of his enemy Lee Yi Cheom. For a secret political agreement, she married the older brother of a man she loved, but, on the day of her wedding, her husband died. She then became a widow...(Source: AsianWiki)",2079.0,1892.0
269,Boys Dormitory,2017.0,"Romance, Youth","Miniseries,, Web Series,, Cohabitation,, Gay Romance,, LGBTQ+,, Secret Crush,, Student Male Lead,, School Setting,, ""Roommates Relationship,"", Gay Male Lead",6.7,,"Han Seo Joon, Kim Hyun Joon",https://i.mydramalist.com/d40BKc.jpg?v=1,6b42f0f8e8e94fb9b0993bf982b4cfc6,,,South Korea,Drama,2.0,180.0,2017-09-06,2017-09-09,,"WeTV, Netflix, Viki, iflix",G - All Ages,What happened in the male bedroom of the university? ,9030.0,5514.0
270,Boys Over Flowers,2009.0,"Comedy, Romance, Youth, Drama","Rich Man/Poor Woman,, Adapted From A Manga,, School Bullying,, High School,, Love Triangle,, Mean Male Lead,, Male Chases Female First,, Evil Parental Figure,, Reverse-Harem,, Poor Female Lead",7.6,,"Gu Hye Seon, Lee Min Ho, Kim Hyun Joong, Kim Bum, Kim Joon, Kim So Eun",https://i.mydramalist.com/peoVE_4c.jpg?v=1,,,,,,25.0,,,,,"Apple TV, Tubi, AsianCrush, iflix, Hulu, iQIYI, Viki, WeTV, Netflix",15+ - Teens 15 or older,"Geum Jan Di comes from a poor family who owns a dry-cleaning shop. One day, she visits Shinhwa High School, a prestigious school for the wealthy, and saves a student trying to commit suicide because of bullying. For her heroic act, Jan Di receives a swimming scholarship and starts attending the school. In Shinhwa High, she meets the notorious F4, the most popular and powerful group of boys at the school, consisting of Gu Jun Pyo; the leader of F4 and heir to the Shinhwa Group, Yoon Ji Hu; the grandson of a former president of Korea, So Yi Jung; a skilled potter who comes from a family that owns the country\s biggest art museum, and Song Woo Bin; whose family runs the country\s largest construction company. Her life at school starts out miserable, as she doesn\t fit in with other students because of her status, and later becomes worse when she is labeled as the new bullying target of the F4. Adapted from the manga ""Boys Over Flowers"" (花より男子) by Kamio Yoko (神尾葉子)., of Gu Jun Pyo; the leader of F4 and heir to the Shinhwa Group, Yoon Ji Hu; the grandson of a former president of Korea, So Yi Jung; a skilled potter who comes from a family that owns the country\s biggest art museum, and Song Woo Bin; whose family runs the country\s largest construction company. Her life at school starts out miserable, as she doesn\t fit in with other students because of her status, and later becomes worse when she is labeled as the new bullying target of the F4. Adapted from the manga ""Boys Over Flowers"" (花より男子) by Kamio Yoko (神尾葉子).",,
