,title,year,Genre,Tags,Score,Watchers,Main Cast,img url,kdrama_id,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop
271,Brain,2011.0,"Romance, Drama, Medical","Doctor Female Lead,, Doctor Male Lead,, Cold Male Lead,, Disease,, Brain Surgery,, Mother-Son Relationship,, Cold Man/Warm Woman,, Love Triangle",7.7,,"Shin Ha Kyun, Choi Jung Won, Jung Jin Young, Jo Dong Hyuk, Im Ji Eun, Lee Seung Joo",https://i.mydramalist.com/GJYYyc.jpg?v=1,,,,,,20.0,,,,,"Tang Ren Theater, TencentVideo, Viki, WeTV",15+ - Teens 15 or older,"""Lee Kang Hun, who graduated from the top medical school, works at the top hospital and is the top neurosurgeon around. He has ambitions to become the director at his university hospital. After an incident that happens with his father when he was young, he has sworn to become the best neurosurgeon in the country thats why he is obsessed with success, which is probably his greatest strength since it makes him steely and fierce. Kim Sang Chul is the prickly genius doctor and world-famous neurologist. He hates Kang Huns Methods and Hes determined to change him. Theres a hidden past between him and Kang Hun, a past that Sang Chul Kept secret for too long. Yoon Ji Hye is also a neurosurgeon who grew up in an ordinary family. She is extremely strict in matters of work and study but has a warm bedside manner with her patients. She also has strong feelings towards Kang Hun. Seo Joon Suk (who was born into a family of doctors and had great support from his father) is Lee Kang Hoons rival as hes The one Kang Hun despises the most. Thats why Joon Suk is determined to prove that hes not less talented than Kang Hun. The woman Joon Suk loves is Yoon Ji Hye. Jang Yoo Jin is the illegitimate daughter of a rich man whom Kang-hoon treated. She started to like Kang Hun and decided to help him reach his goals. This drama revolves around the struggle (mainly psychological) between those characters and where their ambitions will lead them."", "" steely and fierce. Kim Sang Chul is the prickly genius doctor and world-famous neurologist. He hates Kang Huns Methods and Hes determined to change him. Theres a hidden past between him and Kang Hun, a past that Sang Chul Kept secret for too long. Yoon Ji Hye is also a neurosurgeon who grew up in an ordinary family. She is extremely strict in matters of work and study but has a warm bedside manner with her patients. She also has strong feelings towards Kang Hun. Seo Joon Suk (who was born into a family of doctors and had great support from his father) is Lee Kang Hoons rival as hes The one Kang Hun despises the most. Thats why Joon Suk is determined to prove that hes not less talented than Kang Hun. The woman Joon Suk loves is Yoon Ji Hye. Jang Yoo Jin is the illegitimate daughter of a rich man whom Kang-hoon treated. She started to like Kang Hun and decided to help him reach his goals. This drama revolves around the struggle (mainly psychological) between those characters and where their ambitions will lead them.""",,
272,Brain Works,2023.0,"Mystery, Comedy","Crime Solving Duo,, Polar Opposites,, Teamwork,, Aggressive Male Lead,, Investigation,, Smart Male Lead,, Murder,, Rich Male Lead,, Psychology,, Police Department Setting",7.9,,"Jung Yong Hwa, Cha Tae Hyun, Kwak Sun Young, Ye Ji Won, Jung Dong Hwan, Woo Hyun",https://i.mydramalist.com/jOqjd_4c.jpg?v=1,c9c05261383941d680b63c1fffb1e990,['Lee Jin Seo'],['Park Kyung Soon'],South Korea,Drama,16.0,4200.0,2023-01-02,2023-02-28,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"Shin Ha Ru works as a neuroscientist. He comes from a family that has had doctors for 3 generations and he is wealthy from inherited property. Shin Ha Ru is a confident person who acts and speaks according to his convictions, but he has no mercy for people he views as scum.Geum Myung Se works as a detective. He acts and speaks surly around people, which causes people unfamiliar with him to assume he might be a corrupt cop. In reality, Geum Myung Se is a kind and righteous detective. He was also once married to Kim Mo Ran. She has a particularly strong libido.Shin Ha Ru and Geum Myung Se solve criminal cases together with help of Hypnotic Investigator Seol So Jung.(Source: Asianwiki)",2336.0,2219.0
273,Bravo My Life,2017.0,"Drama, Family","Assistant Director Female Lead,, Producer Male Lead,, Hotelier Supporting Character,, Chairman/Chairwoman Supporting Character,, Chairman Male Lead,, Singer Supporting Character,, Actor Male Lead,, Entertainment Industry,, Multiple Mains,, Older Woman/Younger Man",7.4,,"Do Ji Won, Park  Sang Min, Yeon Jung Hoon, Jung Yoo Mi, Hyun Woo, Kang Ji Sub",https://i.mydramalist.com/5oLr4c.jpg?v=1,54e1547c7fa14e2fb8cc0ca0ef8ee711,['Jung Hyo'],['Jung Ji Woo'],South Korea,Drama,56.0,1800.0,2017-10-21,2018-02-03,Saturday,SBS,15+ - Teens 15 or older,"A heady drama producer, an assistant director, and an actor who hasn't debuted after seven years in the industry navigate the world of television drama production.(Source: SBS International) ",5901.0,7614.0
274,"Bravo, My Life",2022.0,"Comedy, Romance","Family Relationship,, Single Mother Female Lead,, Photographer Male Lead,, Chasing A Dream,, Raised By Aunt,, Studied Abroad,, Adopted Male Lead,, Positive Female Lead,, Hit And Run,, Bright Female Lead",7.7,,"Nam Sang Ji, Yang Byeong Yeol, Lee Shi Kang, Cha Min Ji, Kim Hee Jung, Jo Mi Ryung",https://i.mydramalist.com/jdeBJ_4c.jpg?v=1,526e414b88784280b03d7a984892eb0f,['Sung Joon Hae'],['Koo Ji Won'],South Korea,Drama,120.0,1800.0,2022-04-11,2022-09-30,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS1,15+ - Teens 15 or older,"Even though Seo Dong Hee comes from a poor family background, she has a bright and positive personality. She dreams of becoming a designer and slowly works her way to achieve her dream. She decides to become the mother of her nephew and raise him by herself. She also gets involved with Kang Cha Yeol. Kang Cha Yeol’s father runs a big company. His father wants him to work for his company, but Kang Cha Yeol doesn't want to. He wants to go back to the U.S., but he realizes he can't do anything without his father's financial support. His father tells Kang Cha Yeol to work for 1 year at his company.(Source: AsianWiki)",4233.0,4883.0
275,"Bread, Love and Dreams",2010.0,"Romance, Family, Melodrama","Sibling Rivalry,, Mother-Son Relationship,, Baking,, Evil Stepmother,, Birth Secret,, Family Secret,, Time Skip,, Youth,, Secondary Couple,, Smart Female Lead",8.1,,"Yoon Shi Yoon, Oh Jae Moo, Joo Won, Shin Dong Woo, Eugene, Jo Jung Eun",https://i.mydramalist.com/6024gc.jpg?v=1,,,,,,30.0,,,,,"KBS World, Viki",15+ - Teens 15 or older,"""Kim Tak Goo is the eldest son of Goo In Jong, the president of Geosung Enterprise, a legend in the baking industry. Although he is an extremely talented baker and seemed destined to succeed his father as president, Goo In Jongs family plotted to rob him of his inheritance because he was born to In Jongs mistress. Tak Goos determination to become number one in the baking industry drives him to rebuild his career from scratch despite the many trials he faces. "", his career from scratch despite the many trials he faces. ",,
276,"Breakup Probation, A Week",2021.0,"Romance, Drama, Fantasy","Time Travel,, Second Chance,, Break Up,, Death,, Cohabitation,, Coma,, Self-sacrifice,, Car Accident,, Orphan Female Lead,, Inferiority Complex",7.6,,"Kwon Yu Ri, Hyun Woo, Yun Ji On, An So Jin, Bang Eun Hee, Lee Jung Bin",https://i.mydramalist.com/ByXXV_4c.jpg?v=1,0ab6615beda745e8a6b77c300fc870d6,,,South Korea,Drama,10.0,1800.0,2021-02-22,2021-02-26,Monday,SBS,15+ - Teens 15 or older,"Completely in love, Park Ga Ram and Kim Seon Jae were eagerly counting down the days to their wedding. But before either of them could say their vows, tragedy struck. Involved in a horrendous traffic accident, Seon Jae was gravely injured and Ga Ram didn’t survive. Left in a coma, Seon Jae had no way of knowing that he was now fighting for his life alone.Awaking from the accident to find herself in a place unlike any she had ever visited before, Ga Ram is approached by a stranger known only as X. Offering her a chance to save Seon Jae’s life, Ga Ram is eager to accept, but the generous offer comes with a catch. In order to save her beloved’s life, Ga Ram will be granted the chance to relive her last week on Earth, but during that time, she must break up with Seon Jae.Agreeing to the terms of the deal, Ga Ram returns to Seon Jae but soon realizes that breaking things off with him is going to be much more difficult than she could have possibly imagined. Will she be able to find a way to break up with him before it’s too late?(Source: Viki)",5198.0,4561.0
277,Bride of the Century,2014.0,"Mystery, Comedy, Romance, Supernatural","Arranged Marriage,, Rich Man/Poor Woman,, Rich Male Lead,, Orphan Female Lead,, Strong Female Lead,, Doppelganger,, Double Identity,, Love/Hate Relationship,, Love Triangle,, Poor Female Lead",7.9,,"Yang  Jin Sung, Lee Hong Ki, Sung Hyuk, Lee Hee Won, Shin Eun Jung, Choi Il Hwa",https://i.mydramalist.com/YYk3Pc.jpg?v=1,,,,,,16.0,,,,,Viki,15+ - Teens 15 or older,"""Taeyang Group is the largest conglomerate in South Korea but the Choi family, who runs Taeyang, has supposedly been under a hundred-year-curse - the first bride of the eldest son will always die. Choi Kang Joo, the current heir to Taeyang Group, had been arranged to marry heiress Jang Yi Kyung when she suddenly disappears. The Jang family, desperate to maintain the engagement, finds a poor village girl, Na Doo Rim, who looks exactly like Jang Yi Kyung, and convinces her to masquerade as the missing heiress in exchange for a sizeable sum of money. Na Doo Rims sweet and sunny personality captivates Choi Kang Joo but he has no idea about her hidden identity nor about his familys hundred-year-curse. What will happen when these two people end up falling in love with each other? "", "" looks exactly like Jang Yi Kyung, and convinces her to masquerade as the missing heiress in exchange for a sizeable sum of money. Na Doo Rims sweet and sunny personality captivates Choi Kang Joo but he has no idea about her hidden identity nor about his familys hundred-year-curse. What will happen when these two people end up falling in love with each other? """,,
278,Brilliant Heritage,2020.0,"Comedy, Romance, Family, Melodrama","Multiple Couples,, Money-Obsession,, Second Chance,, Death Of A Mother,, Big Family,, Soap Opera,, Death,, Contract Relationship",7.5,,"Park In Hwan, Kang Se Jung, Shin Jung Yoon, Kang Shin Jo, Lee Ah Hyun, Nam Sung Jin",https://i.mydramalist.com/BmoDlc.jpg?v=1,9dd6d930c3764505b6efc3410cf283b6,['Kim Hyung Il'],['Kim Kyung Hee'],South Korea,Drama,122.0,1800.0,2020-04-20,2020-10-09,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS1,15+ - Teens 15 or older,"Family relationships, fortunes, and fake marriages are at the heart of this delightful drama involving a restaurateur and his greedy sons. Bu Young Bae is the owner of a 50-year-old Pyongyang cold noodle restaurant whose health scare causes his children to quarrel over his vast wealth. Feeling betrayed by their behavior, he decides to marry Gye Ok, a 33-year-old single maid enticed by Young Bae's fortune and big family, under false pretenses. The move shocks his sons, but Gye Ok's strong work ethic makes Young Bae realize that she’ll be able to keep his cold noodle restaurant afloat. Unlike his siblings, Young Bae’s independent and headstrong son, Bu Seol Ak, isn’t interested in his wealth or family drama, but his disdain for Gye Ok and her presence in his aging father’s life motivates him to get involved, bringing the two adversaries closer together in unexpected ways.(Source: viki.com)",5955.0,7996.0
279,"Bring It On, Ghost",2016.0,"Horror, Comedy, Romance, Supernatural","Ghost,, Ghost-seeing Male Lead,, Strong Female Lead,, Exorcism,, Strong Male Lead,, Interspecies Romance,, Nice Male Lead,, Badass Female Lead,, Adapted From A Webtoon,, Sassy Female Lead",8.2,,"Ok Taec Yeon, Kim So Hyun, Kwon Yool, Kim  Sang Ho, David Lee, Kang Ki Young",https://i.mydramalist.com/EYm4mc.jpg?v=1,b9e467252703479aa6141d9c79b3be46,['Park Joon Hwa'],['Lee Dae II'],South Korea,Drama,16.0,3600.0,2016-07-11,2016-08-30,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"A cohabitation comedy about a ghost of a high school girl who has been dead for 5 years and an exorcist college boy with the ability to see and hear ghosts. What he’s discovered over the years is that he can touch them and fight them off, so when he’s in need of a part-time job and can’t find one that pays well enough, he starts putting ads online as an exorcist for hire. His ad: “Will face off with your ghosts. Chances of winning: virgin ghosts 80%, bachelor ghosts 40%, child ghosts 97%, the rest 50%.” One night he goes out on the job and faces off with a schoolgirl ghost, and during the fight, they accidentally kiss and sparks fly.~~ Adapted from the webtoon “Let's Fight, Ghost” (싸우자귀신아) by Iminsu (임인스).",1521.0,80.0
280,Broke Rookie Star,2022.0,"Music, Comedy, Life, Drama","Idol Male Lead,, Hardship,, Inner Monologue,, Miniseries,, Web Series,, Character Development",7.3,,"Rocky, Moon Ji Hoo, Lee Sang, Choi Sung Min, Anzardi Timothee, Park Jin Woo",https://i.mydramalist.com/48rqd_4c.jpg?v=1,8353869729b24ded946a98a316864df9,['Kim Hyun Soo'],['Kim Seong Jin'],South Korea,Drama,10.0,1080.0,2022-04-15,2022-05-14,"Friday, Saturday",KBS World,Not Yet Rated,A growing comedy drama depicting the salty daily life of an idol who suffers from hardships despite rising to stardom.(Source: Naver) ,6574.0,5611.0
281,Bubble Up,2022.0,,,,,,,38b58cb1d1da42f68ff2c27f84d23978,,,South Korea,Drama,10.0,900.0,2022-04-04,2022-04-05,Monday,,15+ - Teens 15 or older,"Bubble up tells the stories of young university students from two competing schools, who decide to open a joint youtube channel representing the student bodies of both universities. Kim Se Woon, a second year business student at Dae Han University. The character is known for his bright and generous personality, but he feels envy toward the more confident and straightforward On Ha Young. (Source: Allkpop) ",53841.0,15384.0
